Willy Wonka & the Chocolate Factory (1971),"Family, Fantasy, Musical",A poor but hopeful boy seeks one of the five coveted golden tickets that will send him on a tour of Willy Wonka's mysterious chocolate factory.
Scooby-Doo (2002),"Adventure, Comedy, Family","After an acrimonious break up, the Mystery Inc. gang are individually brought to an island resort to investigate strange goings on."
Aladdin (1992),"Animation, Adventure, Comedy",A kind-hearted street urchin and a power-hungry Grand Vizier vie for a magic lamp that has the power to make their deepest wishes come true.
Labyrinth (1986),"Adventure, Family, Fantasy",Sixteen-year-old Sarah is given thirteen hours to solve a labyrinth and rescue her baby brother Toby when her wish for him to be taken away is granted by the Goblin King Jareth.
Super Mario Bros. (1993),"Adventure, Comedy, Family","Two Brooklyn plumbers, Mario and Luigi, must travel to another dimension to rescue a princess from the evil dictator King Koopa and stop him from taking over the world."
Toy Story 3 (2010),"Animation, Adventure, Comedy","The toys are mistakenly delivered to a day-care center instead of the attic right before Andy leaves for college, and it's up to Woody to convince the other toys that they weren't abandoned and to return home."
FernGully: The Last Rainforest (1992),"Animation, Adventure, Family","The magical inhabitants of a rainforest fight to save their home, which is threatened by logging and a polluting force of destruction called Hexxus."
Astérix & Obélix: L'Empire du Milieu (2023),"Adventure, Comedy, Family","The only daughter of the Chinese emperor Han Xuandi, escapes from a strict prince and seeks help from the Gauls and the two brave warriors Asterix and Obelix."
Toy Story 4 (2019),"Animation, Adventure, Comedy","When a new toy called ""Forky"" joins Woody and the gang, a road trip alongside old and new friends reveals how big the world can be for a toy."
The Karate Kid (2010),"Action, Drama, Family","Work causes a single mother to move to China with her young son; in his new home, the boy embraces kung fu, taught to him by a master."
The NeverEnding Story (1984),"Adventure, Drama, Family",A troubled boy dives into a wondrous fantasy world through the pages of a mysterious book.
Strange World (2022),"Animation, Action, Adventure",The legendary Clades are a family of explorers whose differences threaten to topple their latest and most crucial mission.
Hotel Transylvania (2012),"Animation, Adventure, Comedy","Dracula, who operates a high-end resort away from the human world, goes into overprotective mode when a boy discovers the resort and falls for the count's teenaged daughter."
Minions: The Rise of Gru (2022),"Animation, Adventure, Comedy",The untold story of one twelve-year-old's dream to become the world's greatest supervillain.
The Mitchells vs the Machines (2021),"Animation, Adventure, Comedy","A quirky, dysfunctional family's road trip is upended when they find themselves in the middle of the robot apocalypse and suddenly become humanity's unlikeliest last hope."
