Waves (I) (2019),"Drama, Romance, Sport","Traces the journey of a suburban family - led by a well-intentioned but domineering father - as they navigate love, forgiveness, and coming together in the aftermath of a loss."
Wimbledon (2004),"Comedy, Romance, Sport","A pro tennis player has lost his ambition and has fallen in rank to 119. Fortunately for him, he meets a young player on the women's circuit who helps him recapture his focus for Wimbledon."
The Great American Pastime (1956),"Comedy, Sport","Bruce Hallerton becomes coach of the Panthers, a little league baseball team. The fact that an attractive widow has her son in the team causes problems with his wife."
The Natural (1984),"Drama, Sport",A middle-aged unknown comes seemingly out of nowhere to become a legendary baseball player with almost supernatural talent.
Glory Road (2006),"Biography, Drama, Sport","In 1966, Texas Western coach Don Haskins led the first all-black starting line-up for a college basketball team to the NCAA national championship."
Friday Night Lights (2004),"Action, Drama, Sport","Based on H.G. Bissinger's book, which profiled the economically depressed town of Odessa, Texas and their heroic high school football team, The Permian High Panthers."
Vision Quest (1985),"Drama, Romance, Sport","A high school wrestler in Spokane, Washington has trouble focusing on his training regimen when a beautiful young drifter takes up temporary residence at his home."
Varsity Blues (1999),"Comedy, Drama, Romance",A back-up quarterback is chosen to lead a Texas football team to victory after the star quarterback is injured.
Chariots of Fire (1981),"Biography, Drama, Sport","Two British track athletes, one a determined Jew and the other a devout Christian, are driven to win in the 1924 Olympics as they wrestle with issues of pride and conscience."
Lords of Dogtown (2005),"Biography, Drama, Sport","The film follows the surf and skateboarding trends that originated in Venice, California during the 1970s."
Rumble (2021),"Animation, Comedy, Family","In a world where monster wrestling is a global sport and monsters are superstar athletes, teenage Winnie seeks to follow in her father's footsteps by coaching a loveable underdog monster into a champion."
The Game Plan (2007),"Comedy, Family, Sport",An NFL quarterback living the bachelor lifestyle discovers that he has an 8-year-old daughter from a previous relationship.
Greater (2016),"Biography, Family, Sport","The story of Brandon Burlsworth, possibly the greatest walk-on in the history of college football."
Battle of the Sexes (2017),"Biography, Comedy, Drama",The true story of the 1973 tennis match between World number oneBillie Jean Kingand ex-champ and serial hustlerBobby Riggs.
D2: The Mighty Ducks (1994),"Comedy, Drama, Family",Can Gordon's team win the Junior Goodwill Games in California in spite of all the set-backs?
The Karate Kid Part III (1989),"Action, Drama, Family","Ostracised villain John Kreese attempts to gain revenge on Daniel and Miyagi, with the help of a Vietnam War comrade, the wealthy owner of a toxic waste disposal business."
Radio (2003),"Biography, Drama, Sport",The story of a high school coach and the developmentally challenged man who he took under his wing.
Le grand bleu (1988),"Adventure, Drama, Sport","The rivalry between Enzo and Jacques, two childhood friends and now world-renowned free divers, becomes a beautiful and perilous journey into oneself and the unknown."
