Sideways,"Comedy, Drama, Romance","Two men reaching middle age with not much to show but disappointment embark on a week-long road trip through California's wine country, just as one is about to take a trip down the aisle."
Merve Kült,"Comedy, Romance","Merve chose the bohemian life, but it didn't choose her back. Faced with eviction, she starts a new job and stumbles into a spicy setup with her boss."
Street Fighter,"Action, Adventure, Comedy",Col. Guile and various other martial arts heroes fight against the tyranny of Dictator M. Bison and his cohorts.
M*A*S*H,"Comedy, Drama, War",The staff of a Korean War field hospital use humor and high jinks to keep their sanity in the face of the horror of war.
The Five-Year Engagement,"Comedy, Drama, Romance","One year after meeting, Tom proposes to his girlfriend, Violet, but unexpected events keep tripping them up as they look to walk down the aisle together."
Long Shot,"Comedy, Romance","Journalist Fred Flarsky reunites with his childhood crush, Charlotte Field, now one of the most influential women in the world. As she prepares to make a run for the Presidency, Charlotte hires Fred as her speechwriter and sparks fly."
My Best Friend's Wedding,"Comedy, Drama, Romance","When a woman's long-time friend reveals he's engaged, she realizes she loves him herself and sets out to get him, with only days before the wedding."
Wild at Heart,"Comedy, Crime, Drama",Young lovers Sailor and Lula run from the variety of weirdos that Lula's mom has hired to kill Sailor.
Hairspray,"Comedy, Drama, Musical",Pleasantly plump teenager Tracy Turnblad teaches 1962 Baltimore a thing or two about integration after landing a spot on a local TV dance show.
We Can Be Heroes,"Action, Comedy, Drama","When alien invaders capture the Earth's superheroes, their kids must learn to work together to save their parents and the planet."
The Princess Diaries 2: Royal Engagement,"Comedy, Family, Romance","Now settled in Genovia, Princess Mia faces a new revelation: she is being primed for an arranged marriage to an English suitor."
Tom and Jerry,"Animation, Adventure, Comedy","A chaotic battle ensues between Jerry Mouse, who has taken refuge in the Royal Gate Hotel, and Tom Cat, who is hired to drive him away before the day of a big wedding arrives."
Charade,"Comedy, Mystery, Romance",Romance and suspense ensue in Paris as a woman is pursued by several men who want a fortune her murdered husband had stolen. Whom can she trust?
Now You See Me 2,"Action, Adventure, Comedy","The Four Horsemen resurface, and are forcibly recruited by a tech genius to pull off their most impossible heist yet."
Practical Magic,"Comedy, Drama, Fantasy","Two witch sisters, raised by their eccentric aunts in a small town, face closed-minded prejudice and a curse which threatens to prevent them ever finding lasting love."
The Last Boy Scout,"Action, Comedy, Crime","A private detective's protected female witness is murdered, prompting him and the victim's boyfriend to investigate the crime that leads to a corrupt politician and a crooked football team owner."
Grosse Pointe Blank,"Action, Comedy, Crime","Martin Blank is a professional assassin. He is sent on a mission to a small Detroit suburb, Grosse Pointe, and, by coincidence, his ten-year high school reunion party is taking place there at the same time."
Tommy Boy,"Adventure, Comedy","After his auto-parts tycoon father dies, the overweight, underachieving son teams up with a snide accountant to try and save the family business."
Popeye,"Adventure, Comedy, Family",The adventures of the famous sailor man and his friends in the seaside town of Sweethaven.
Life of Brian,Comedy,"Born on the original Christmas in the stable next door toJesus Christ, Brian of Nazareth spends his life being mistaken for a messiah."
The Ringer,"Comedy, Sport",A young guy's only option to erase a really bad debt is to rig the Special Olympics by posing as a contestant.
Sorry to Bother You,"Comedy, Drama, Fantasy","In an alternate present-day version of Oakland, telemarketer Cassius Green discovers a magical key to professional success, propelling him into a universe of greed."
Ted 2,Comedy,"Newlywed couple Ted and Tami-Lynn want to have a baby, but in order to qualify to be a parent, Ted will have to prove he's a person in a court of law."
Addams Family Values,"Comedy, Fantasy","The Addams Family try to rescue their beloved Uncle Fester from his gold-digging new love, a black widow named Debbie."
Odd Thomas,"Comedy, Fantasy, Horror","In a California desert town, a short-order cook with clairvoyant abilities encounters a mysterious man with a link to dark, threatening forces."
Puppy Love,Comedy,"After a disastrous first date, Nicole and Max vow's to lose each other's numbers until their dogs find a love match. Hilariously mismatched Nicole and Max are forced to become responsible co-parents, but end up finding love themselves."
Stuart Little,"Adventure, Comedy, Family","The Little family adopt a charming young mouse named Stuart, but the family cat wants rid of him."
Alvin and the Chipmunks,"Animation, Adventure, Comedy",Three musical chipmunks are discovered by an aspiring songwriter who wants to use their amazing singing abilities to become famous.
Monella,"Comedy, Romance","Set in the 1950s Italian countryside, the film tells the story of Lola and Masetto, a young couple whose views on premarital sex differ drastically."
Epic Movie,"Adventure, Comedy, Fantasy","A spoof on previous years' epic movies (The Da Vinci Code(2006),The Chronicles of Narnia: The Lion, the Witch and the Wardrobe(2005) + 20 more), TV series, music videos and celebs. 4 orphans are on an epic adventure."
Heavyweights,"Comedy, Drama, Family","Plump kids are lured into joining a posh fat camp with the promise of quick weight loss and good times, only to find that it is a woodland hellhole run by a psycho ex-fitness instructor."
Sister Act,"Comedy, Family, Music","When a nightclub singer is forced to take refuge from the mob in a convent, she ends up turning the convent choir into a soulful chorus complete with a Motown repertoire, until the sudden celebrity of the choir jeopardizes her identity."
Aquamarine,"Comedy, Family, Fantasy",Two teenage girls discover a mermaid in their beach club's swimming pool.
Bedknobs and Broomsticks,"Animation, Adventure, Comedy","An apprentice witch, three kids and a cynical magician conman search for the missing component to a magic spell to be used in the defense of Britain in World War II."
Trolls World Tour,"Animation, Adventure, Comedy","When the Queen of the Hard Rock Trolls tries to take over all the Troll kingdoms, Queen Poppy and her friends try different ways to save all the Trolls."
Cool World,"Animation, Comedy, Fantasy","When Jack Deebs was behind bars he found escape by creating Cool World, a cartoon series featuring a vixen named Holli Would. The flesh proves weaker than ink, however, as Holli takes human form in Las Vegas."
Eighth Grade,"Comedy, Drama",An introverted teenage girl tries to survive the last week of her disastrous eighth grade year before leaving to start high school.
Weekend at Bernie's,"Adventure, Comedy, Crime","Two idiots try to pretend that their murdered employer is really alive, leading the hitman to attempt to track him down to finish him off."
The Estate,Comedy,"Two sisters attempt to win over their terminally ill, difficult-to-please Aunt in hopes of becoming the beneficiaries of her wealthy estate, only to find the rest of their greedy family members have the same idea."
Imaginary Friends,"Comedy, Drama, Family",Follows a a young girl who goes through a difficult experience and then begins to see everyone's imaginary friends who have been left behind as their real-life friends have grown up.
Empire Records,"Comedy, Drama, Music",Twenty-four hours in the lives of the young employees at Empire Records when they all grow up and become young adults thanks to each other and the manager. They all face the store joining a chain store with strict rules.
The Longest Ride,"Comedy, Drama, Romance","The lives of a young couple intertwine with a much older man, as he reflects back on a past love."
Mary Poppins Returns,"Adventure, Comedy, Family","A few decades after her original visit, Mary Poppins, the magical nanny, returns to help the Banks siblings and Michael's children through a difficult time in their lives."
Earth Girls Are Easy,"Comedy, Musical, Romance",A Southern California girl befriends three furry aliens after their spaceship lands in her swimming pool.
The People We Hate at the Wedding,Comedy,Family tensions ramp up among siblings in the week leading up to their half-sister's wedding in the country.
Elio,"Animation, Adventure, Comedy",Elio struggles to fit in until he is transported by aliens and becomes the chosen one to be Earth's galactic ambassador while his mother Olga works on the top secret project to decode alien messages.
Minions,"Animation, Adventure, Comedy","Minions Stuart, Kevin, and Bob are recruited by Scarlet Overkill, a supervillain who, alongside her inventor husband Herb, hatches a plot to take over the world."
Gummo,"Comedy, Drama","Lonely residents of a tornado-stricken Ohio town wander the deserted landscape trying to fulfill their boring, nihilistic lives."
Being John Malkovich,"Comedy, Drama, Fantasy",A puppeteer discovers a portal that leads literally into the head of movie starJohn Malkovich.
The Descendants,"Comedy, Drama",A land baron tries to reconnect with his two daughters after his wife is seriously injured in a boating accident.
Robin Hood,"Animation, Adventure, Comedy",The story of the legendary British outlaw portrayed with the characters as anthropomorphic animals.
Bride Wars,"Comedy, Romance",Two best friends become rivals when they schedule their respective weddings on the same day.
Hitch,"Comedy, Romance",A smooth-talking man falls for a hardened columnist while helping a shy accountant woo a beautiful heiress.
Austin Powers in Goldmember,"Action, Adventure, Comedy","Upon learning that his father has been kidnapped, Austin Powers must travel to 1975 and defeat the aptly named villain Goldmember, who is working with Dr. Evil."
Space Jam: A New Legacy,"Animation, Adventure, Comedy","A rogue artificial intelligence kidnaps the son of famed basketball playerLeBron James, who then has to work with Bugs Bunny to win a basketball game."
Happy Death Day,"Comedy, Horror, Mystery","A college student must relive the day of her murder over and over again, in a loop that will end only when she discovers her killer's identity."
Ghostbusters,"Action, Comedy, Fantasy","Following a ghost invasion of Manhattan, paranormal enthusiasts Erin Gilbert and Abby Yates, nuclear engineer Jillian Holtzmann, and subway worker Patty Tolan band together to stop the otherworldly threat."
Casper,"Comedy, Family, Fantasy",An afterlife therapist and his daughter meet a friendly young ghost when they move into a crumbling mansion in order to rid the premises of wicked spirits.
The Replacements,"Comedy, Sport","During a pro football strike, the owners hire substitute players."
Pee-wee's Big Adventure,"Adventure, Comedy, Family","When eccentric man-child Pee-wee Herman gets his beloved bike stolen in broad daylight, he sets out across the U.S. on the adventure of his life."
Boss Level,"Action, Adventure, Comedy","Trapped in a time loop that constantly repeats the day of his murder, a former special forces agent must unlock the mystery behind his untimely demise."
Good Burger,"Comedy, Family","A dim-witted teenager and his new coworker try to save the old burger joint they work for from failing after the opening of a brand new burger restaurant across the street, which's planning to put them out of business."
About Last Night...,"Comedy, Drama, Romance","A man and woman meet and try to have a romantic affair, despite their personal problems and the interference of their disapproving friends."
Retfærdighedens ryttere,"Action, Comedy, Drama","Markus goes home to his teenage daughter, Mathilde, when his wife dies in a train crash. All appears to be a tragic accident until a mathematics geek, who was also a fellow passenger on the train, and his two colleagues show up."
Begin Again,"Comedy, Drama, Music","A chance encounter between a down-and-out music-business executive and a young singer-songwriter, new to Manhattan, turns into a promising collaboration between the two talents."
Slither,"Comedy, Horror, Sci-Fi","A small town is taken over by an alien plague, turning residents into zombies and all forms of mutant monsters."
A Goofy Movie,"Animation, Adventure, Comedy","When Max makes a preposterous promise to a girl he has a crush on, his chances to fulfilling it seem hopeless when he is dragged onto a cross-country trip with his embarrassing father, Goofy."
Night of the Comet,"Comedy, Horror, Sci-Fi","A comet wipes out most of life on Earth, leaving two Valley Girls fighting against cannibal zombies and a sinister group of scientists."
One True Loves,"Comedy, Drama, Romance",A woman is unexpectedly forced to choose between the husband she has long thought dead and the fiance who has finally brought her back to life.
Tank Girl,"Action, Comedy, Sci-Fi","A girl is among the few survivors of a dystopian Earth. Riding a war tank, she fights against the tyranny of a mega-corporation that dominates the remaining potable water supply of the planet."
Superhero Movie,"Action, Comedy, Sci-Fi","Orphaned high school student Rick Riker is bitten by a radioactive dragonfly, develops super powers (except for the ability to fly), and becomes a hero."
Inherent Vice,"Comedy, Crime, Drama","In 1970, drug-fueled Los Angeles private investigator Larry ""Doc"" Sportello investigates the disappearance of a former girlfriend."
City Slickers,"Comedy, Western","On the verge of turning 40, an unhappy Manhattan yuppie is roped into joining his two friends on a cattle drive in the southwest."
Slumberland,"Adventure, Comedy, Drama","A young girl discovers a secret map to the dreamworld of Slumberland, and with the help of an eccentric outlaw, she traverses dreams and flees nightmares, with the hope that she will be able to see her late father again."
The Babysitter: Killer Queen,"Comedy, Horror","Two years after Cole survived a satanic blood cult, he's living another nightmare: high school. And the demons from his past? Still making his life hell."
Punch-Drunk Love,"Comedy, Drama, Romance",Socially frustrated Barry Egan calls a phone-sex line to curb his loneliness. Little does he know it will land him in deep trouble and will jeopardize his burgeoning romance with the mysterious Lena.
Super Troopers,"Comedy, Crime, Mystery","Five Vermont state troopers, avid pranksters with a knack for screwing up, try to save their jobs and out-do the local police department by solving a crime."
John Tucker Must Die,"Comedy, Romance",Three ex-girlfriends of a serial cheater set up their former lover to fall for the new girl in town so they can watch him get his heart broken.
28 Days,"Comedy, Drama",A big-city newspaper columnist is forced to enter a drug and alcohol rehab center after ruining her sister's wedding and crashing a stolen limousine.
Adaptation.,"Comedy, Drama",A lovelorn screenwriter becomes desperate as he tries and fails to adapt 'The Orchid Thief' bySusan Orleanfor the screen.
Maximum Truth,Comedy,A documentary crew follows political grifter Rick Klingman as he teams up with his sketchy buddy Simon to take down a rival congressional candidate
Bhediya,"Comedy, Fantasy, Horror","Set in the forests of Arunachal, Bhediya is a story of Bhaskar, a man who gets bitten by a wolf, and begins to transform into the creature. As Bhaskar and his buddies try to find answers, a bunch of twists, turns, and laughs ensue."
Shrek the Third,"Animation, Adventure, Comedy","Reluctantly designated as the heir to the land of Far, Far Away, Shrek hatches a plan to install the rebellious Artie as the new king while Princess Fiona tries to fend off a coup d'état by the jilted Prince Charming."
Walking on Sunshine,"Comedy, Drama, Musical","Set to the music of popular hit songs from the 1980s. A beautiful coastal village, present day Italy. After a whirlwind romance, Maddie is preparing to marry gorgeous Italian Raf, and has ...See full summary»"
Saving Mr. Banks,"Biography, Comedy, Drama","AuthorP.L. Traversreflects on her childhood after reluctantly meeting withWalt Disney, who seeks to adapt her Mary Poppins books for the big screen."
The Dead Don't Die,"Comedy, Fantasy, Horror",The peaceful town of Centerville finds itself battling a zombie horde as the dead start rising from their graves.
Just One of the Guys,"Comedy, Romance","Terry feels discriminated against when the summer jobs at the Sun Tribune go to two guys. She decides to do something about it. She dresses like a guy and gets a haircut. Will students at the other high school notice? Girls notice ""him""."
Bolt,"Animation, Adventure, Comedy",The canine star of a fictional sci-fi/action show that believes his powers are real embarks on a cross country trek to save his co-star from a threat he believes is just as real.
Serendipity,"Comedy, Romance","A couple search for each other years after the night they first met, fell in love, and separated, convinced that one day they'd end up together."
The Hitman's Bodyguard,"Action, Comedy, Crime","One of the world's top bodyguards gets a new client, a world class hitman who must testify at the International Criminal Court. They must put their differences aside and work together to make it to the trial alive and on time."
Cool Runnings,"Adventure, Comedy, Family","When a Jamaican sprinter is disqualified from the Olympic Games, he enlists the help of a dishonored coach to start the first Jamaican Bobsled Team."
That Thing You Do!,"Comedy, Drama, Music","A local Pennsylvania band scores a one-hit wonder in 1964 and rides the star-making machinery as long as they can, with lots of help from their manager."
George of the Jungle,"Action, Adventure, Comedy",A man raised in the jungle by apes falls in love with a wealthy American heiress.
Magic Mike XXL,"Comedy, Drama, Music","Three years after Mike bowed out of the stripper life at the top of his game, he and the remaining Kings of Tampa hit the road to Myrtle Beach to put on one last blow-out performance."
Soldier in the Rain,"Comedy, Drama, Romance",The bond of friendship between a worldly-wise Army Master Sergeant and his naive worshiper.
Drive Angry,"Action, Comedy, Fantasy",A vengeful father escapes from hell and chases after the men who killed his daughter and kidnapped his granddaughter.
A Walk in the Woods,"Adventure, Biography, Comedy","After spending two decades in England, Bill Bryson (Robert Redford) returns to the U.S., where he decides the best way to connect with his homeland is to hike the Appalachian Trail with one of his oldest friends, Stephen Katz (Nick Nolte)."
Red One,"Action, Adventure, Comedy",Plot under wraps.
The Good House,"Comedy, Drama",Life for New England realtor Hildy Good begins to unravel when she hooks up with an old flame of hers from New York. Based on Ann Leary's 'The Good House.'
The King of Comedy,"Comedy, Crime, Drama","Rupert Pupkin is a passionate yet unsuccessful comic who craves nothing more than to be in the spotlight and to achieve this, he stalks and kidnaps his idol to take the spotlight for himself."
Used Cars,Comedy,"When the owner of a struggling used car lot is killed, it's up to the lot's hot-shot salesman to save the property from falling into the hands of the owner's ruthless brother and used-car rival."
Three Amigos!,"Comedy, Western","Three actors accept an invitation to a Mexican village to perform their onscreen bandit fighter roles, unaware that it is the real thing."
The Square,"Comedy, Drama",A prestigious Stockholm museum's chief art curator finds himself in times of both professional and personal crisis as he attempts to set up a controversial new exhibit.
Look Both Ways,"Comedy, Drama, Romance","On the eve of her college graduation, Natalie's life diverges into parallel realities: one in which she becomes pregnant and remains in her hometown to raise her child and another in which she moves to LA to pursue her dream career."
Working Girl,"Comedy, Drama, Romance","When a secretary's idea is stolen by her boss, she seizes an opportunity to steal it back by pretending she has her boss' job."
Walk Hard: The Dewey Cox Story,"Comedy, Music",Singer Dewey Cox overcomes adversity to become a musical legend.
Chung Hing sam lam,"Comedy, Crime, Drama","Two melancholy Hong Kong policemen fall in love: one with a mysterious female underworld figure, the other with a beautiful and ethereal waitress at a late-night restaurant he frequents."
Dolittle,"Adventure, Comedy, Family",A physician who can talk to animals embarks on an adventure to find a legendary island with a young apprentice and a crew of strange pets.
Sahara,"Action, Adventure, Comedy","Master explorer Dirk Pitt goes on the adventure of a lifetime of seeking out a lost Civil War battleship known as the ""Ship of Death"" in the deserts of West Africa while helping a WHO doctor being hounded by a ruthless dictator."
"The Adventures of Priscilla, Queen of the Desert","Comedy, Music",Two drag performers and a transgender woman travel across the desert to perform their unique style of cabaret.
MILF,Comedy,Three best friends in their forties start a relationship with younger men while on vacation.
Flipped,"Comedy, Drama, Romance",Two eighth-graders start to have feelings for each other despite being total opposites.
Me Time,Comedy,Follows a dad who finds time for himself for the first time in years while his wife and kids are away. He reconnects with a friend for a wild weekend.
Fumer fait tousser,"Comedy, Horror, Sci-Fi","A group of vigilantes called the ""tobacco-forces"" is falling apart. To rebuild team spirit, their leader suggests that they meet for a week-long retreat, before returning to save the world."
Cocoon,"Comedy, Drama, Sci-Fi","When a group of trespassing seniors swim in a pool containing alien cocoons, they find themselves energized with youthful vigor."
Happiness,"Comedy, Drama","The lives of several individuals intertwine as they go about their lives in their own unique ways, engaging in acts which society as a whole might find disturbing in a desperate search for human connection."
Aloha,"Comedy, Drama, Romance",A celebrated military contractor returns to the site of his greatest career triumphs and reconnects with a long-ago love while unexpectedly falling for the hard-charging Air Force watchdog assigned to him.
Flight of the Navigator,"Adventure, Comedy, Family","In 1978, a boy travels eight years into the future and has an adventure with an intelligent, wisecracking alien ship."
Paddington 2,"Adventure, Comedy, Family","Paddington, now happily settled with the Brown family and a popular member of the local community, picks up a series of odd jobs to buy the perfect present for his Aunt Lucy's 100th birthday, only for the gift to be stolen."
Life of the Party,Comedy,"After her husband abruptly asks for a divorce, a middle-aged mother returns to college in order to complete her degree."
Hausu,"Comedy, Horror","A schoolgirl and six of her classmates travel to her aunt's country home, which turns out to be haunted."
The Big Chill,"Comedy, Drama",A group of seven former college friends gather for a weekend reunion at a South Carolina vacation home after the funeral of another of their college friends.
Bee Movie,"Animation, Adventure, Comedy","Barry B. Benson, a bee just graduated from college, is disillusioned at his lone career choice: making honey. On a special trip outside the hive, Barry's life is saved by Vanessa, a florist in New York City. As their relationship blossoms, he discovers humans actually eat honey and subsequently decides to sue them."
Space Jam,"Animation, Adventure, Comedy","In a desperate attempt to win a basketball match and earn their freedom, the Looney Tunes seek the aid of retired basketball champion,Michael Jordan."
Evolution,"Comedy, Sci-Fi","A fire-fighting cadet, two college professors, and a geeky but sexy government scientist work against an alien organism that has been rapidly evolving since its arrival on Earth inside a meteor."
Cold Pursuit,"Action, Comedy, Crime",A grieving snowplow driver seeks out revenge against the drug dealers who killed his son.
License to Drive,Comedy,A teen decides to go for a night on the town with his friends despite flunking his driver's test.
Beverly Hills Cop: Axel Foley,"Action, Comedy, Crime",The plot is unknown.
Do lok tin si,"Comedy, Crime, Drama","This Hong Kong-set crime drama follows the lives of a hitman, hoping to get out of the business, and his elusive female partner."
Take Me Out to the Ball Game,"Comedy, Musical, Romance","Two turn-of-the-century baseball players, who work in vaudeville during the off-season, run into trouble with their team's new female owner and a gambler who doesn't want them to win the pennant."
Cry-Baby,"Comedy, Musical","In 1950s Baltimore, a bad boy with a heart of gold wins the love of a good girl, whose boyfriend sets out for revenge."
High Fidelity,"Comedy, Drama, Music","Rob, a record store owner and compulsive list maker, recounts his top five breakups, including the one in progress."
Ace Ventura: When Nature Calls,"Adventure, Comedy, Crime","Ace Ventura, Pet Detective, returns from a spiritual quest to investigate the disappearance of a rare white bat, the sacred animal of a tribe in Africa."
Holy Smoke,"Comedy, Drama","Ruth's been brainwashed by a guru in Delhi, India. Her parents in Sydney hire a specialist in reversing this. Ruth is tricked to return to Australia and is isolated in an outback cabin with the specialist. It gets messy."
Police Academy 2: Their First Assignment,Comedy,When a new gang moves into town it's up to the screwball police team to stop them.
The Apartment,"Comedy, Drama, Romance","A Manhattan insurance clerk tries to rise in his company by letting its executives use his apartment for trysts, but complications and a romance of his own ensue."
Elizabethtown,"Comedy, Drama, Romance","During a hometown memorial for his Kentucky-born father, a young man begins an unexpected romance with a too-good-to-be-true stewardess."
The Love Witch,"Comedy, Horror, Romance","A modern-day witch uses spells and magic to get men to fall in love with her, with deadly consequences."
Senior Year,"Comedy, Drama","A cheerleading stunt gone wrong landed her in a 20-year coma. Now she's 37, newly awake and ready to live out her high school dream: becoming prom queen."
Night at the Museum: Secret of the Tomb,"Adventure, Comedy, Family","Larry spans the globe, uniting favorite and new characters while embarking on an epic quest to save the magic before it's gone forever."
The Pacifier,"Action, Comedy, Drama","Having recovered from wounds received in a failed rescue operation, Navy SEAL Shane Wolfe is handed a new assignment: Protect the five Plummer kids from enemies of their recently deceased father -- a government scientist whose top-secret experiment remains in the kids' house."
Class,"Comedy, Drama, Romance","A young man in private school spends one crazy night out, but soon realizes the woman he hooked up with is not who he expected."
What About Bob?,Comedy,"A successful psychotherapist loses his mind after one of his most dependent patients, an obsessive-compulsive neurotic, tracks him down during his family vacation."
Gosford Park,"Comedy, Drama, Mystery","Set in the 1930s, a group of pretentious rich and famous get together for a weekend of relaxation at a hunting resort. But when a murder occurs, each one of these interesting characters becomes a suspect."
Babe,"Comedy, Drama, Family","Babe, a pig raised by sheepdogs on a rural English farm, learns to herd sheep with a little help from Farmer Hoggett."
Time Bandits,"Adventure, Comedy, Fantasy","A young boy accidentally joins a band of time travelling dwarves, as they jump from era to era looking for treasure to steal."
What a Girl Wants,"Comedy, Drama, Family","An American teenager learns that her father is a wealthy British politician running for office. Although she is eager to find him, she realizes it could cause a scandal and cost him the election."
Grandma's Boy,Comedy,A thirty-five-year-old video game tester has to move in with his grandma and her two old lady roommates.
The Adventures of Sharkboy and Lavagirl 3-D,"Action, Adventure, Comedy",A young boy is recruited by his imaginary friends Sharkboy and Lavagirl to help save their planet.
About Fate,"Comedy, Romance","The romantic comedy is a tale of two people who believe in love, but seem to never be able to find its true meaning. In a wild twist of events, fate puts each in the other's path on a stormy New Year's Eve and comedy and chaos ensue."
The Package,"Comedy, Thriller","When a group of teenage friends go on a spring break camping trip, an unfortunate accident sets off a race against time to save their friend's most prized possession."
Night at the Museum: Battle of the Smithsonian,"Adventure, Comedy, Family","Security guard Larry Daley infiltrates the Smithsonian Institution in order to rescue Jedediah and Octavius, who have been shipped to the museum by mistake."
Raising Arizona,"Comedy, Crime","When a childless couple--an ex-con and an ex-cop--decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated."
Can You Keep a Secret?,"Comedy, Romance","Thinking they're about to crash, Emma spills her secrets to a stranger on a plane. At least, she thought he was a stranger...Until she later meets Jack, her company's young CEO, who now knows every humiliating detail about her. Based on the blockbuster NYT bestseller."
Paper Moon,"Comedy, Crime, Drama","During the Great Depression, a con man finds himself saddled with a young girl who may or may not be his daughter, and the two forge an unlikely partnership."
Trainwreck,"Comedy, Drama, Romance","Having thought that monogamy was never possible, a commitment-phobic career woman may have to face her fears when she meets a good guy."
Hall Pass,"Comedy, Romance","Rick and Fred, two husbands who are having difficulty in their marriages, are given a Hall Pass by their wives: for one week, they can do whatever they want."
Victor/Victoria,"Comedy, Music, Romance","A struggling female soprano finds work playing a male female impersonator, but it complicates her personal life."
A Cinderella Story,"Comedy, Family, Romance","Routinely exploited by her wicked stepmother, the downtrodden Samantha Montgomery is excited about the prospect of meeting her Internet beau at the school's Halloween dance."
Fool's Gold,"Action, Adventure, Comedy",A new clue to the whereabouts of a lost treasure rekindles a married couple's sense of adventure -- and their estranged romance.
House Party,Comedy,"From New Line Cinema comes your VIP ticket into the hottest event of the year:""House Party,"" the remix to the fan-favorite '90s classic."
Up in Smoke,"Comedy, Music","Two stoners unknowingly smuggle a van - made entirely of marijuana - from Mexico to L.A., with incompetent Sgt. Stedenko on their trail."
Teen Wolf,"Comedy, Fantasy, Romance",An ordinary high school student discovers that his family has an unusual pedigree.
Identity Thief,"Comedy, Crime, Drama",Mild mannered businessman Sandy Patterson travels from Denver to Florida to confront the deceptively harmless looking woman who has been living it up after stealing Sandy's identity.
Super,"Action, Comedy, Crime","After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, but lacking in heroic skills."
The Pink Panther,"Adventure, Comedy, Crime",Bumbling Inspector Clouseau must solve the murder of a famous soccer coach and find out who stole the infamous Pink Panther diamond.
A Fish Called Wanda,"Comedy, Crime","In London, four very different people team up on a jewel heist, then try to double-cross one another for the loot, complicated by their efforts to fool a very proper barrister."
Next Goal Wins,"Comedy, Drama, Sport","The story of the infamously terrible American Samoa soccer team, known for a brutal 2001 FIFA match they lost 31-0."
He's All That,"Comedy, Romance","A teenage girl sets out to give a nebbish classmate the ultimate high school makeover. An updated remake of the 1999 film, 'She's All That'."
Hancock,"Action, Comedy, Drama",Hancock is a superhero whose ill-considered behavior regularly causes damage in the millions. He changes when the person he saves helps him improve his public image.
Kung Fu Panda 3,"Animation, Action, Adventure","Continuing his ""legendary adventures of awesomeness"", Po must face two hugely epic, but different threats: one supernatural and the other a little closer to home."
Year One,Comedy,"After being banished from their tribe, two hunter-gatherers encounter Biblical characters and eventually wind up in the city of Sodom."
The Witches,"Adventure, Comedy, Family",A young boy and his grandmother have a run-in with a coven of witches and their leader.
Speed Racer,"Action, Adventure, Comedy",Young driver Speed Racer aspires to be champion of the racing world with the help of his family and his high-tech Mach 5 automobile.
Kung fu,"Action, Comedy, Fantasy","In Shanghai, China in the 1940s, a wannabe gangster aspires to join the notorious ""Axe Gang"" while residents of a housing complex exhibit extraordinary powers in defending their turf."
Pitch Perfect 3,"Comedy, Music","Following their win at the world championship, the now separated Bellas reunite for one last singing competition at an overseas USO tour, but face a group who uses both instruments and voices."
Marry Me,"Comedy, Music, Romance","Music superstars Kat Valdez and Bastian are getting married before a global audience of fans. But when Kat learns, seconds before her vows, that Bastian has been unfaithful, she instead decides to marry Charlie, a stranger in the crowd."
Sliding Doors,"Comedy, Drama, Fantasy","A London woman's love life and career both hinge, unknown to her, on whether or not she catches a train. We see it both ways, in parallel."
The Hangover Part III,"Comedy, Crime","When one of their own is kidnapped by an angry gangster, the Wolf Pack must track down Mr. Chow, who has escaped from prison and is on the run."
Little Nicky,"Comedy, Fantasy","After two of the devil's three sons escape Hell to wreak havoc on Earth, the devil must send his third son, the mild-mannered Nicky, to bring them back before it's too late."
Clerks,Comedy,"A day in the lives of two convenience clerks named Dante and Randal as they annoy customers, discuss movies, and play hockey on the store roof."
Striptease,"Comedy, Crime, Drama",A stripper and single mother gets dragged into a dangerous situation after a congressman takes a fancy to her.
Much Ado About Nothing,"Comedy, Drama, Romance","Young lovers, and soon to wed, Hero and Claudio conspire to get verbal sparring partners and confirmed singles, Benedick and Beatrice, to wed as well."
A Family Affair,"Comedy, Romance","An unexpected romance triggers comic consequences for a young woman, her mother, and her boss, grappling with the complications of love, sex, and identity."
Couples Retreat,Comedy,"A comedy centered around four couples who settle into a tropical-island resort for a vacation. While one of the couples is there to work on the marriage, the others fail to realize that participation in the resort's therapy sessions is not optional."
Superman III,"Action, Adventure, Comedy",Synthetic kryptonite laced with tar splits Superman in two: good Clark Kent and bad Man of Steel.
Short Circuit,"Comedy, Family, Sci-Fi","Number 5 of a group of experimental robots in a lab is electrocuted, suddenly becomes intelligent, and escapes."
That Awkward Moment,"Comedy, Romance","Three best friends find themselves where we've all been - at that confusing moment in every dating relationship when you have to decide ""So...where is this going?"""
Hair,"Comedy, Drama, Musical","Claude Bukowski leaves the family ranch in Oklahoma for New York where he is rapidly embraced into the hippie group of youngsters led by Berger, yet he's already been drafted. He soon falls in love with Sheila Franklin, a rich girl but still a rebel inside."
Go West,"Comedy, Western",A crazy group of pioneers brave the harsh elements and numerous mishaps to travel thousands of miles out west to find a place to call home.
Wild Child,Comedy,A rebellious Malibu princess is shipped off to a strict English boarding school by her father.
The Bad News Bears,"Comedy, Drama, Family","An aging, down-on-his-luck ex-minor leaguer coaches a team of misfits in an ultra-competitive California little league."
Hunt for the Wilderpeople,"Adventure, Comedy, Drama",A national manhunt is ordered for a rebellious kid and his foster uncle who go missing in the wild New Zealand bush.
